city_ascii,country,region,latitude,longitude,population,iso2,iso3,admin_name,city
Bupoto,Uganda,Africa ,0.9061,34.3578,,UG,UGA,Manafwa,Bupoto
Apac,Uganda,Africa ,1.9845,32.534,,UG,UGA,Apac,Apac
Rubirizi,Uganda,Africa ,-0.2989,30.1336,,UG,UGA,Rubirizi,Rubirizi
Busesa,Uganda,Africa ,0.6263,33.6003,,UG,UGA,Iganga,Busesa
Buikwe,Uganda,Africa ,0.3375,33.0106,,UG,UGA,Buikwe,Buikwe
Kagadi,Uganda,Africa ,0.9378,30.8089,,UG,UGA,Kibaale,Kagadi
Bushenyi,Uganda,Africa ,-0.5853,30.2114,,UG,UGA,Buhweju,Bushenyi
Kaliro,Uganda,Africa ,0.8949,33.5048,,UG,UGA,Kaliro,Kaliro
Butebo,Uganda,Africa ,1.1942,33.9222,,UG,UGA,Pallisa,Butebo
Namutumba,Uganda,Africa ,0.8363,33.6858,,UG,UGA,Namutumba,Namutumba
Manafwa,Uganda,Africa ,0.9784,34.3743,,UG,UGA,Manafwa,Manafwa
Ibanda,Uganda,Africa ,-0.1539,30.5319,,UG,UGA,Ibanda,Ibanda
Rukungiri,Uganda,Africa ,-0.8411,29.9419,,UG,UGA,Rukungiri,Rukungiri
Gombe,Uganda,Africa ,0.1818,32.1158,,UG,UGA,Butambala,Gombe
Kyenjojo,Uganda,Africa ,0.6328,30.6214,,UG,UGA,Kyenjojo,Kyenjojo
Mitoma,Uganda,Africa ,-0.6842,30.07,,UG,UGA,Mitooma,Mitoma
Kalungu,Uganda,Africa ,-0.1667,31.7569,,UG,UGA,Kalungu,Kalungu
Bukomansimbi,Uganda,Africa ,-0.1578,31.6042,,UG,UGA,Bukomansimbi,Bukomansimbi
Rubanda,Uganda,Africa ,-1.1883,29.8461,,UG,UGA,Kabale,Rubanda
Butaleja,Uganda,Africa ,0.9166,33.9563,,UG,UGA,Butaleja,Butaleja
Serere,Uganda,Africa ,1.518,33.4589,,UG,UGA,Serere,Serere
Amuria,Uganda,Africa ,2.0036,33.6511,,UG,UGA,Amuria,Amuria
Nsiika,Uganda,Africa ,-0.3831,30.465,,UG,UGA,Buhweju,Nsiika
Kibiito,Uganda,Africa ,0.4772,30.1925,,UG,UGA,Kabarole,Kibiito
Kibingo,Uganda,Africa ,-0.626,30.4359,,UG,UGA,Sheema,Kibingo
Bukedea,Uganda,Africa ,1.3169,34.0506,,UG,UGA,Bukedea,Bukedea
Ntara,Uganda,Africa ,0.0044,30.3658,,UG,UGA,Kamwenge,Ntara
Binyin,Uganda,Africa ,1.4167,34.5333,,UG,UGA,Kween,Binyin
Mparo,Uganda,Africa ,-1.1647,30.0378,,UG,UGA,Kabale,Mparo
Kinoni,Uganda,Africa ,-0.6583,30.4581,,UG,UGA,Sheema,Kinoni
Kole,Uganda,Africa ,2.4002,32.8003,,UG,UGA,Kole,Kole
Zombo,Uganda,Africa ,2.5135,30.9091,,UG,UGA,Zombo,Zombo
Rakai,Uganda,Africa ,-0.72,31.4839,,UG,UGA,Rakai,Rakai
Lwengo,Uganda,Africa ,-0.4161,31.4081,,UG,UGA,Lwengo,Lwengo
Bukwo,Uganda,Africa ,1.3,34.75,,UG,UGA,Bukwa,Bukwo
Kasanda,Uganda,Africa ,0.5567,31.8022,,UG,UGA,Mubende,Kasanda
Dokolo,Uganda,Africa ,1.9167,33.172,,UG,UGA,Dokolo,Dokolo
Kamwenge,Uganda,Africa ,0.2111,30.4208,,UG,UGA,Kamwenge,Kamwenge
Ngora,Uganda,Africa ,1.4314,33.7772,,UG,UGA,Ngora,Ngora
Alebtong,Uganda,Africa ,2.2447,33.2547,,UG,UGA,Alebtong,Alebtong
Kanungu,Uganda,Africa ,-0.9575,29.7897,,UG,UGA,Kanungu,Kanungu
Kanoni,Uganda,Africa ,0.1772,31.8811,,UG,UGA,Gomba,Kanoni
Oyam,Uganda,Africa ,2.2141,32.3703,,UG,UGA,Oyam,Oyam
Sembabule,Uganda,Africa ,-0.0772,31.4567,,UG,UGA,Sembabule,Sembabule
Kakumiro,Uganda,Africa ,0.7806,31.3236,,UG,UGA,Kibaale,Kakumiro
Buyende,Uganda,Africa ,1.1517,33.155,,UG,UGA,Buyende,Buyende
Kalaki,Uganda,Africa ,1.816,33.337,,UG,UGA,Kaberamaido,Kalaki
Isingiro,Uganda,Africa ,-0.8686,30.8302,,UG,UGA,Isingiro,Isingiro
Kyegegwa,Uganda,Africa ,0.5022,31.0414,,UG,UGA,Kyegegwa,Kyegegwa
Butalangu,Uganda,Africa ,0.7011,32.2481,,UG,UGA,Nakaseke,Butalangu
Amolatar,Uganda,Africa ,1.6378,32.8448,,UG,UGA,Amolatar,Amolatar
Lamwo,Uganda,Africa ,3.5297,32.8016,,UG,UGA,Lamwo,Lamwo
Palenga,Uganda,Africa ,2.6131,32.3369,,UG,UGA,Gulu,Palenga
Kotido,Uganda,Africa ,2.9806,34.1331,,UG,UGA,Kotido,Kotido
Pader,Uganda,Africa ,3.05,33.2167,,UG,UGA,Pader,Pader
Agago,Uganda,Africa ,2.8338,33.3336,,UG,UGA,Agago,Agago
Bulisa,Uganda,Africa ,2.1178,31.4116,,UG,UGA,Buliisa,Bulisa
Amudat,Uganda,Africa ,1.95,34.95,,UG,UGA,Amudat,Amudat
Nabilatuk,Uganda,Africa ,2.0525,34.5734,,UG,UGA,Nakapiripirit,Nabilatuk
Napak,Uganda,Africa ,2.2514,34.2501,,UG,UGA,Napak,Napak
Kiryandongo,Uganda,Africa ,1.8763,32.0622,,UG,UGA,Kiryandongo,Kiryandongo
Kiruhura,Uganda,Africa ,-0.2356,30.8725,,UG,UGA,Kiruhura,Kiruhura
Abim,Uganda,Africa ,2.7017,33.6761,,UG,UGA,Abim,Abim
Ntoroko,Uganda,Africa ,1.0411,30.4811,,UG,UGA,Ntoroko,Ntoroko
Otuke,Uganda,Africa ,2.5004,33.5007,,UG,UGA,Otuke,Otuke
Amuru,Uganda,Africa ,2.8139,31.9387,,UG,UGA,Amuru,Amuru
Nakapiripirit,Uganda,Africa ,1.9167,34.7833,,UG,UGA,Nakapiripirit,Nakapiripirit
Kyankwanzi,Uganda,Africa ,1.1987,31.8062,,UG,UGA,Kyankwanzi,Kyankwanzi
Nwoya,Uganda,Africa ,2.6342,32.0011,,UG,UGA,Nwoya,Nwoya
Kitamilo,Uganda,Africa ,0.2222,33.2061,,UG,UGA,Buvuma,Kitamilo
Bombo,Uganda,Africa ,0.5833,32.5333,75000,UG,UGA,Luwero,Bombo
Entebbe,Uganda,Africa ,0.05,32.46,69958,UG,UGA,Wakiso,Entebbe
Katwe,Uganda,Africa ,-0.1296,29.92,1957,UG,UGA,Kasese,Katwe
Masindi Port,Uganda,Africa ,1.7004,32.0699,8319,UG,UGA,Kiryandongo,Masindi Port
Kyiv,Ukraine,Europe ,50.45,30.5236,2967000,UA,UKR,"Kyyiv, Misto",Kyiv
Kharkiv,Ukraine,Europe ,50,36.2292,1446107,UA,UKR,Kharkivs’ka Oblast’,Kharkiv
Odesa,Ukraine,Europe ,46.4775,30.7326,1010783,UA,UKR,Odes’ka Oblast’,Odesa
Dnipro,Ukraine,Europe ,48.45,34.9833,983836,UA,UKR,Dnipropetrovs’ka Oblast’,Dnipro
Donetsk,Ukraine,Europe ,48.0089,37.8042,929063,UA,UKR,Donets’ka Oblast’,Donetsk
Zaporizhzhia,Ukraine,Europe ,47.8378,35.1383,741717,UA,UKR,Zaporiz’ka Oblast’,Zaporizhzhia
Lviv,Ukraine,Europe ,49.8419,24.0315,724314,UA,UKR,L’vivs’ka Oblast’,Lviv
Kryvyy Rih,Ukraine,Europe ,47.9086,33.3433,629695,UA,UKR,Dnipropetrovs’ka Oblast’,Kryvyy Rih
Mykolaiv,Ukraine,Europe ,46.9667,32,498748,UA,UKR,Mykolayivs’ka Oblast’,Mykolaiv
Mariupol,Ukraine,Europe ,47.1306,37.5639,449498,UA,UKR,Donets’ka Oblast’,Mariupol
Sevastopol,Ukraine,Europe ,44.6,33.5333,428753,UA,UKR,"Sevastopol’, Misto",Sevastopol
Luhansk,Ukraine,Europe ,48.5833,39.3333,417990,UA,UKR,Luhans’ka Oblast’,Luhansk
Vinnytsia,Ukraine,Europe ,49.2372,28.4672,371855,UA,UKR,Vinnyts’ka Oblast’,Vinnytsia
Makiivka,Ukraine,Europe ,48.0556,37.9611,347376,UA,UKR,Donets’ka Oblast’,Makiivka
Simferopol,Ukraine,Europe ,44.9484,34.1,341799,UA,UKR,"Krym, Avtonomna Respublika",Simferopol
Poltava,Ukraine,Europe ,49.5744,34.5686,317847,UA,UKR,Poltavs’ka Oblast’,Poltava
Chernihiv,Ukraine,Europe ,51.5,31.3,294522,UA,UKR,Chernihivs’ka Oblast’,Chernihiv
Kherson,Ukraine,Europe ,46.6333,32.6,291428,UA,UKR,Khersons’ka Oblast’,Kherson
Cherkasy,Ukraine,Europe ,49.4444,32.0597,276360,UA,UKR,Cherkas’ka Oblast’,Cherkasy
Khmelnytskyi,Ukraine,Europe ,49.42,27,274176,UA,UKR,Khmel’nyts’ka Oblast’,Khmelnytskyi
Zhytomyr,Ukraine,Europe ,50.2544,28.6578,266936,UA,UKR,Zhytomyrs’ka Oblast’,Zhytomyr
Chernivtsi,Ukraine,Europe ,48.2908,25.9344,266550,UA,UKR,Chernivets’ka Oblast’,Chernivtsi
Sumy,Ukraine,Europe ,50.9068,34.7992,265758,UA,UKR,Sums’ka Oblast’,Sumy
Horlivka,Ukraine,Europe ,48.3336,38.0925,256714,UA,UKR,Donets’ka Oblast’,Horlivka
Rivne,Ukraine,Europe ,50.6197,26.2514,245630,UA,UKR,Rivnens’ka Oblast’,Rivne
Ivano-Frankivsk,Ukraine,Europe ,48.9228,24.7106,236602,UA,UKR,Ivano-Frankivs’ka Oblast’,Ivano-Frankivsk
Kremenchuk,Ukraine,Europe ,49.0775,33.4239,234073,UA,UKR,Poltavs’ka Oblast’,Kremenchuk
Kamianske,Ukraine,Europe ,48.5076,34.6132,235066,UA,UKR,Dnipropetrovs’ka Oblast’,Kamianske
Kropyvnytskyi,Ukraine,Europe ,48.5103,32.2667,227413,UA,UKR,Kirovohrads’ka Oblast’,Kropyvnytskyi
Ternopil,Ukraine,Europe ,49.5667,25.6,218653,UA,UKR,Ternopil’s’ka Oblast’,Ternopil
Lutsk,Ukraine,Europe ,50.7478,25.3244,216505,UA,UKR,Volyns’ka Oblast’,Lutsk
Bila Tserkva,Ukraine,Europe ,49.7956,30.1167,208944,UA,UKR,Kyyivs’ka Oblast’,Bila Tserkva
Kramatorsk,Ukraine,Europe ,48.7208,37.5556,159445,UA,UKR,Donets’ka Oblast’,Kramatorsk
Melitopol',Ukraine,Europe ,46.8333,35.3667,154992,UA,UKR,Zaporiz’ka Oblast’,Melitopol’
Sievierodonetsk,Ukraine,Europe ,48.95,38.4833,150000,UA,UKR,Luhans’ka Oblast’,Sievierodonetsk
Kerch,Ukraine,Europe ,45.3386,36.4681,149566,UA,UKR,"Krym, Avtonomna Respublika",Kerch
Khrustalnyi,Ukraine,Europe ,48.1214,38.9453,124000,UA,UKR,Luhans’ka Oblast’,Khrustalnyi
Uzhhorod,Ukraine,Europe ,48.6239,22.295,114897,UA,UKR,Zakarpats’ka Oblast’,Uzhhorod
Berdyans'k,Ukraine,Europe ,46.7598,36.7845,114205,UA,UKR,Zaporiz’ka Oblast’,Berdyans’k
Sloviansk,Ukraine,Europe ,48.87,37.625,113196,UA,UKR,Donets’ka Oblast’,Sloviansk
Nikopol',Ukraine,Europe ,47.5772,34.3575,112102,UA,UKR,Dnipropetrovs’ka Oblast’,Nikopol’
Pavlohrad,Ukraine,Europe ,48.52,35.87,106082,UA,UKR,Dnipropetrovs’ka Oblast’,Pavlohrad
Yevpatoriya,Ukraine,Europe ,45.2,33.3583,106158,UA,UKR,"Krym, Avtonomna Respublika",Yevpatoriya
Alchevsk,Ukraine,Europe ,48.4672,38.7983,105398,UA,UKR,Luhans’ka Oblast’,Alchevsk
Brovary,Ukraine,Europe ,50.5114,30.7903,102856,UA,UKR,Kyyivs’ka Oblast’,Brovary
Konotop,Ukraine,Europe ,51.2369,33.2027,103547,UA,UKR,Sums’ka Oblast’,Konotop
Lysychansk,Ukraine,Europe ,48.9169,38.4306,103459,UA,UKR,Luhans’ka Oblast’,Lysychansk
Kam'yanets'-Podil's'kyy,Ukraine,Europe ,48.6806,26.5806,100462,UA,UKR,Khmel’nyts’ka Oblast’,Kam”yanets’-Podil’s’kyy
Drohobych,Ukraine,Europe ,49.35,23.5,98015,UA,UKR,L’vivs’ka Oblast’,Drohobych
Mukacheve,Ukraine,Europe ,48.4414,22.7136,86257,UA,UKR,Zakarpats’ka Oblast’,Mukacheve
Uman',Ukraine,Europe ,48.75,30.2167,82762,UA,UKR,Cherkas’ka Oblast’,Uman’
Chervonohrad,Ukraine,Europe ,50.3822,24.2275,82395,UA,UKR,L’vivs’ka Oblast’,Chervonohrad
Khartsyzk,Ukraine,Europe ,48.0333,38.15,59763,UA,UKR,Donets’ka Oblast’,Khartsyzk
Stryy,Ukraine,Europe ,49.25,23.85,59325,UA,UKR,L’vivs’ka Oblast’,Stryy
Chornomors'k,Ukraine,Europe ,46.3017,30.6569,59800,UA,UKR,Odes’ka Oblast’,Chornomors’k
Novohrad-Volynskyi,Ukraine,Europe ,50.5833,27.6333,56288,UA,UKR,Zhytomyrs’ka Oblast’,Novohrad-Volynskyi
Myrnohrad,Ukraine,Europe ,48.3022,37.2614,50360,UA,UKR,Donets’ka Oblast’,Myrnohrad
Rovenky,Ukraine,Europe ,48.0833,39.3667,46734,UA,UKR,Luhans’ka Oblast’,Rovenky
Myrhorod,Ukraine,Europe ,49.964,33.6124,40160,UA,UKR,Poltavs’ka Oblast’,Myrhorod
Bucha,Ukraine,Europe ,50.5464,30.235,35162,UA,UKR,Kyyivs’ka Oblast’,Bucha
Chuhuiv,Ukraine,Europe ,49.8353,36.6756,33144,UA,UKR,Kharkivs’ka Oblast’,Chuhuiv
Sukhodilsk,Ukraine,Europe ,48.35,39.7167,21324,UA,UKR,Luhans’ka Oblast’,Sukhodilsk
Hirnyk,Ukraine,Europe ,48.05,37.3667,11378,UA,UKR,Donets’ka Oblast’,Hirnyk
Dovzhansk,Ukraine,Europe ,48.0846,39.6516,95153,UA,UKR,Luhans’ka Oblast’,Dovzhansk
Yalta,Ukraine,Europe ,44.4994,34.1553,79458,UA,UKR,"Krym, Avtonomna Respublika",Yalta
Yenakiieve,Ukraine,Europe ,48.2311,38.2053,79348,UA,UKR,Donets’ka Oblast’,Yenakiieve
Bakhmut,Ukraine,Europe ,48.6044,38.0067,75798,UA,UKR,Donets’ka Oblast’,Bakhmut
Shostka,Ukraine,Europe ,51.8657,33.4766,76788,UA,UKR,Sums’ka Oblast’,Shostka
Stakhanov,Ukraine,Europe ,48.5472,38.6361,75745,UA,UKR,Luhans’ka Oblast’,Stakhanov
Berdychiv,Ukraine,Europe ,49.8919,28.6,76229,UA,UKR,Zhytomyrs’ka Oblast’,Berdychiv
Nizhyn,Ukraine,Europe ,51.05,31.9,73283,UA,UKR,Chernihivs’ka Oblast’,Nizhyn
Kostiantynivka,Ukraine,Europe ,48.5333,37.7167,72888,UA,UKR,Donets’ka Oblast’,Kostiantynivka
Izmayil,Ukraine,Europe ,45.35,28.8333,71594,UA,UKR,Odes’ka Oblast’,Izmayil
Novomoskovs'k,Ukraine,Europe ,48.6328,35.2239,70749,UA,UKR,Dnipropetrovs’ka Oblast’,Novomoskovs’k
Kovel',Ukraine,Europe ,51.2167,24.7167,69089,UA,UKR,Volyns’ka Oblast’,Kovel’
Smila,Ukraine,Europe ,49.2167,31.8667,68536,UA,UKR,Cherkas’ka Oblast’,Smila
Nova Kakhovka,Ukraine,Europe ,46.7667,33.3667,69280,UA,UKR,Khersons’ka Oblast’,Nova Kakhovka
Feodosiya,Ukraine,Europe ,45.0489,35.3792,67993,UA,UKR,"Krym, Avtonomna Respublika",Feodosiya
Kalush,Ukraine,Europe ,49.0442,24.3597,66406,UA,UKR,Ivano-Frankivs’ka Oblast’,Kalush
Korosten,Ukraine,Europe ,50.95,28.65,63525,UA,UKR,Zhytomyrs’ka Oblast’,Korosten
Pokrovsk,Ukraine,Europe ,48.2833,37.1833,63437,UA,UKR,Donets’ka Oblast’,Pokrovsk
Kolomyya,Ukraine,Europe ,48.5167,25.0333,61269,UA,UKR,Ivano-Frankivs’ka Oblast’,Kolomyya
Boryspil',Ukraine,Europe ,50.35,30.95,62281,UA,UKR,Kyyivs’ka Oblast’,Boryspil’
Rubizhne,Ukraine,Europe ,49.0167,38.3667,59951,UA,UKR,Luhans’ka Oblast’,Rubizhne
Druzhkivka,Ukraine,Europe ,48.6203,37.5278,59400,UA,UKR,Donets’ka Oblast’,Druzhkivka
Bilhorod-Dnistrovs'kyy,Ukraine,Europe ,46.1833,30.3333,57210,UA,UKR,Odes’ka Oblast’,Bilhorod-Dnistrovs’kyy
Irpin',Ukraine,Europe ,50.5167,30.25,56806,UA,UKR,Kyyivs’ka Oblast’,Irpin’
Antratsyt,Ukraine,Europe ,48.1167,39.0833,54640,UA,UKR,Luhans’ka Oblast’,Antratsyt
Lozova,Ukraine,Europe ,48.8892,36.3161,55827,UA,UKR,Kharkivs’ka Oblast’,Lozova
Enerhodar,Ukraine,Europe ,47.4989,34.6558,53567,UA,UKR,Zaporiz’ka Oblast’,Enerhodar
Horishni Plavni,Ukraine,Europe ,49.0107,33.6562,52167,UA,UKR,Poltavs’ka Oblast’,Horishni Plavni
Novovolynsk,Ukraine,Europe ,50.7333,24.1667,52188,UA,UKR,Volyns’ka Oblast’,Novovolynsk
Shakhtarsk,Ukraine,Europe ,48.0333,38.4833,49482,UA,UKR,Donets’ka Oblast’,Shakhtarsk
Okhtyrka,Ukraine,Europe ,50.3074,34.9016,47971,UA,UKR,Sums’ka Oblast’,Okhtyrka
Marhanets',Ukraine,Europe ,47.648,34.6167,47141,UA,UKR,Dnipropetrovs’ka Oblast’,Marhanets’
Brianka,Ukraine,Europe ,48.5133,38.6431,47512,UA,UKR,Luhans’ka Oblast’,Brianka
Snizhne,Ukraine,Europe ,48.0167,38.7667,47259,UA,UKR,Donets’ka Oblast’,Snizhne
Fastiv,Ukraine,Europe ,50.0747,29.9181,45907,UA,UKR,Kyyivs’ka Oblast’,Fastiv
Lubny,Ukraine,Europe ,50.0186,32.9869,45786,UA,UKR,Poltavs’ka Oblast’,Lubny
Svitlovods'k,Ukraine,Europe ,49.0833,33.25,45312,UA,UKR,Kirovohrads’ka Oblast’,Svitlovods’k
Zhovti Vody,Ukraine,Europe ,48.35,33.5167,44766,UA,UKR,Dnipropetrovs’ka Oblast’,Zhovti Vody
Krasnodon,Ukraine,Europe ,48.3,39.7333,43683,UA,UKR,Luhans’ka Oblast’,Krasnodon
Shepetivka,Ukraine,Europe ,50.1833,27.0667,41415,UA,UKR,Khmel’nyts’ka Oblast’,Shepetivka
Podilsk,Ukraine,Europe ,47.7419,29.535,40155,UA,UKR,Odes’ka Oblast’,Podilsk
Vyshneve,Ukraine,Europe ,50.3833,30.3667,40919,UA,UKR,Kyyivs’ka Oblast’,Vyshneve
Romny,Ukraine,Europe ,50.7428,33.4879,40316,UA,UKR,Sums’ka Oblast’,Romny
Pokrov,Ukraine,Europe ,47.6632,34.0811,39497,UA,UKR,Dnipropetrovs’ka Oblast’,Pokrov
Volodymyr-Volyns'kyy,Ukraine,Europe ,50.8481,24.3222,38901,UA,UKR,Volyns’ka Oblast’,Volodymyr-Volyns’kyy
Vasyl'kiv,Ukraine,Europe ,50.1775,30.3217,37696,UA,UKR,Kyyivs’ka Oblast’,Vasyl’kiv
Dubno,Ukraine,Europe ,50.3931,25.735,37545,UA,UKR,Rivnens’ka Oblast’,Dubno
Pervomaisk,Ukraine,Europe ,48.6333,38.5167,38801,UA,UKR,Luhans’ka Oblast’,Pervomaisk
Dzhankoy,Ukraine,Europe ,45.7086,34.3933,38714,UA,UKR,"Krym, Avtonomna Respublika",Dzhankoy
Boryslav,Ukraine,Europe ,49.2881,23.4267,37093,UA,UKR,L’vivs’ka Oblast’,Boryslav
Holubivske,Ukraine,Europe ,48.6375,38.6433,36388,UA,UKR,Luhans’ka Oblast’,Holubivske
Yasynuvata,Ukraine,Europe ,48.1167,37.8333,35303,UA,UKR,Donets’ka Oblast’,Yasynuvata
Netishyn,Ukraine,Europe ,50.33,26.64,36921,UA,UKR,Khmel’nyts’ka Oblast’,Netishyn
Sambir,Ukraine,Europe ,49.5167,23.2,35026,UA,UKR,L’vivs’ka Oblast’,Sambir
Zhmerynka,Ukraine,Europe ,49.0425,28.0992,34537,UA,UKR,Vinnyts’ka Oblast’,Zhmerynka
Avdiivka,Ukraine,Europe ,48.1333,37.75,34938,UA,UKR,Donets’ka Oblast’,Avdiivka
Toretsk,Ukraine,Europe ,48.4,37.8333,34378,UA,UKR,Donets’ka Oblast’,Toretsk
Boyarka,Ukraine,Europe ,50.3292,30.2886,35411,UA,UKR,Kyyivs’ka Oblast’,Boyarka
Voznesens'k,Ukraine,Europe ,47.5725,31.3119,35243,UA,UKR,Mykolayivs’ka Oblast’,Voznesens’k
Hlukhiv,Ukraine,Europe ,51.6765,33.9078,33478,UA,UKR,Sums’ka Oblast’,Hlukhiv
Obukhiv,Ukraine,Europe ,50.1,30.6167,33204,UA,UKR,Kyyivs’ka Oblast’,Obukhiv
Mohyliv-Podil's'kyy,Ukraine,Europe ,48.45,27.7833,30982,UA,UKR,Vinnyts’ka Oblast’,Mohyliv-Podil’s’kyy
Yuzhne,Ukraine,Europe ,46.6222,31.1008,32100,UA,UKR,Odes’ka Oblast’,Yuzhne
Kostopil',Ukraine,Europe ,50.8833,26.4431,31463,UA,UKR,Rivnens’ka Oblast’,Kostopil’
Tokmak,Ukraine,Europe ,47.2514,35.7058,31016,UA,UKR,Zaporiz’ka Oblast’,Tokmak
Novoyavorovskoye,Ukraine,Europe ,49.9311,23.5731,30723,UA,UKR,L’vivs’ka Oblast’,Novoyavorovskoye
Synel'nykove,Ukraine,Europe ,48.3178,35.5119,30724,UA,UKR,Dnipropetrovs’ka Oblast’,Synel’nykove
Pervomaiskyi,Ukraine,Europe ,49.3869,36.2142,30048,UA,UKR,Kharkivs’ka Oblast’,Pervomaiskyi
Alushta,Ukraine,Europe ,44.6672,34.3978,29668,UA,UKR,"Krym, Avtonomna Respublika",Alushta
Khmil'nyk,Ukraine,Europe ,49.55,27.9667,27941,UA,UKR,Vinnyts’ka Oblast’,Khmil’nyk
Truskavets',Ukraine,Europe ,49.2806,23.505,28867,UA,UKR,L’vivs’ka Oblast’,Truskavets’
Chortkiv,Ukraine,Europe ,49.0167,25.8,29169,UA,UKR,Ternopil’s’ka Oblast’,Chortkiv
Balakliia,Ukraine,Europe ,49.4564,36.8389,28868,UA,UKR,Kharkivs’ka Oblast’,Balakliia
Novyy Rozdil,Ukraine,Europe ,49.4703,24.13,28745,UA,UKR,L’vivs’ka Oblast’,Novyy Rozdil
Khust,Ukraine,Europe ,48.1814,23.2978,28424,UA,UKR,Zakarpats’ka Oblast’,Khust
Pershotravens'k,Ukraine,Europe ,48.3464,36.4044,28363,UA,UKR,Dnipropetrovs’ka Oblast’,Pershotravens’k
Ternivka,Ukraine,Europe ,48.5231,36.0826,28298,UA,UKR,Dnipropetrovs’ka Oblast’,Ternivka
Khrestivka,Ukraine,Europe ,48.15,38.3667,28149,UA,UKR,Donets’ka Oblast’,Khrestivka
Vyshhorod,Ukraine,Europe ,50.5833,30.5,27825,UA,UKR,Kyyivs’ka Oblast’,Vyshhorod
Zolotonosha,Ukraine,Europe ,49.6833,32.0333,27847,UA,UKR,Cherkas’ka Oblast’,Zolotonosha
Bakhchysaray,Ukraine,Europe ,44.7528,33.8608,27351,UA,UKR,"Krym, Avtonomna Respublika",Bakhchysaray
Pereyaslav-Khmel'nyts'kyy,Ukraine,Europe ,50.0661,31.4422,27088,UA,UKR,Kyyivs’ka Oblast’,Pereyaslav-Khmel’nyts’kyy
Perevalsk,Ukraine,Europe ,48.4333,38.8167,26132,UA,UKR,Luhans’ka Oblast’,Perevalsk
Malyn,Ukraine,Europe ,50.7689,29.27,26204,UA,UKR,Zhytomyrs’ka Oblast’,Malyn
Yany Kapu,Ukraine,Europe ,45.9675,33.8003,25769,UA,UKR,"Krym, Avtonomna Respublika",Yany Kapu
Saky,Ukraine,Europe ,45.1336,33.5772,24885,UA,UKR,"Krym, Avtonomna Respublika",Saky
Haysyn,Ukraine,Europe ,48.8094,29.3906,25672,UA,UKR,Vinnyts’ka Oblast’,Haysyn
Vynohradiv,Ukraine,Europe ,48.1397,23.0331,25403,UA,UKR,Zakarpats’ka Oblast’,Vynohradiv
Korostyshiv,Ukraine,Europe ,50.3186,29.0592,25445,UA,UKR,Zhytomyrs’ka Oblast’,Korostyshiv
Slavutych,Ukraine,Europe ,51.5206,30.7569,25030,UA,UKR,Kyyivs’ka Oblast’,Slavutych
Kaniv,Ukraine,Europe ,49.7447,31.4558,24532,UA,UKR,Cherkas’ka Oblast’,Kaniv
Selydove,Ukraine,Europe ,48.15,37.3,23793,UA,UKR,Donets’ka Oblast’,Selydove
Zolochiv,Ukraine,Europe ,49.8075,24.9031,24059,UA,UKR,L’vivs’ka Oblast’,Zolochiv
Berehove,Ukraine,Europe ,48.2025,22.6375,23732,UA,UKR,Zakarpats’ka Oblast’,Berehove
Brody,Ukraine,Europe ,50.0781,25.1542,23752,UA,UKR,L’vivs’ka Oblast’,Brody
Kozyatyn,Ukraine,Europe ,49.7167,28.8333,23610,UA,UKR,Vinnyts’ka Oblast’,Kozyatyn
Vil'nohirs'k,Ukraine,Europe ,48.4824,34.0189,23235,UA,UKR,Dnipropetrovs’ka Oblast’,Vil’nohirs’k
Molodohvardiisk,Ukraine,Europe ,48.3444,39.6583,22937,UA,UKR,Luhans’ka Oblast’,Molodohvardiisk
Znam'yanka,Ukraine,Europe ,48.7136,32.6733,22936,UA,UKR,Kirovohrads’ka Oblast’,Znam”yanka
Ladyzhyn,Ukraine,Europe ,48.6667,29.2167,22682,UA,UKR,Vinnyts’ka Oblast’,Ladyzhyn
Nadvirna,Ukraine,Europe ,48.6333,24.5833,22447,UA,UKR,Ivano-Frankivs’ka Oblast’,Nadvirna
Lyman,Ukraine,Europe ,48.9861,37.8111,22315,UA,UKR,Donets’ka Oblast’,Lyman
Armyans'k,Ukraine,Europe ,46.1072,33.6933,21956,UA,UKR,"Krym, Avtonomna Respublika",Armyans’k
Sokal',Ukraine,Europe ,50.4833,24.2833,20986,UA,UKR,L’vivs’ka Oblast’,Sokal’
Liubotyn,Ukraine,Europe ,49.9489,35.9306,20887,UA,UKR,Kharkivs’ka Oblast’,Liubotyn
Kremenets',Ukraine,Europe ,50.1081,25.7275,20837,UA,UKR,Ternopil’s’ka Oblast’,Kremenets’
Dolyna,Ukraine,Europe ,48.9703,24.0108,20691,UA,UKR,Ivano-Frankivs’ka Oblast’,Dolyna
Heniches'k,Ukraine,Europe ,46.1769,34.7989,19869,UA,UKR,Khersons’ka Oblast’,Heniches’k
Yahotyn,Ukraine,Europe ,50.2569,31.7817,19613,UA,UKR,Kyyivs’ka Oblast’,Yahotyn
Pidhorodne,Ukraine,Europe ,48.5737,35.0966,19524,UA,UKR,Dnipropetrovs’ka Oblast’,Pidhorodne
Balta,Ukraine,Europe ,47.9361,29.6225,19353,UA,UKR,Odes’ka Oblast’,Balta
Dolyns'ka,Ukraine,Europe ,48.1111,32.7648,19287,UA,UKR,Kirovohrads’ka Oblast’,Dolyns’ka
Kalynivka,Ukraine,Europe ,49.4472,28.5231,18906,UA,UKR,Vinnyts’ka Oblast’,Kalynivka
